"name","amg_person_id","top_genre","birthday","id"
"Natalie Wood","P 77340","Drama","1938-07-20 00:00:00.000",394
"Terence Stamp","P 67541","Drama","1938-07-22 00:00:00.000",395
"Elliott Gould","P 27972","Comedy","1938-08-29 00:00:00.000",396
"Leonard Frey","P 25060","Comedy","1938-09-04 00:00:00.000",397
"Liv Ullmann","P114863","Drama","1938-12-16 00:00:00.000",398
"Frederic Forrest","P 24332","Drama","1938-12-23 00:00:00.000",399
"Jon Voight","P115561","Drama","1938-12-29 00:00:00.000",400
"Susannah York","P 78084","Drama","1939-01-09 00:00:00.000",401
"Sal Mineo","P 49470","Drama","1939-01-10 00:00:00.000",402
"Janet Suzman","P 69238","Drama","1939-02-09 00:00:00.000",403
"Samantha Eggar","P 21328","Drama","1939-03-05 00:00:00.000",404
"Ali MacGraw","P 44193","Drama","1939-04-01 00:00:00.000",405
"Jason Miller","P102867","Drama","1939-04-22 00:00:00.000",406
"Harvey Keitel","P 37381","Drama","1939-05-13 00:00:00.000",407
"Paul Winfield","P 76898","History [nf]","1939-05-22 00:00:00.000",408
"Ian McKellen","P 47684","Drama","1939-05-25 00:00:00.000",409
"Michael J. Pollard","P 57242","Comedy","1939-05-30 00:00:00.000",410
"Karen Black","P 82001","Drama","1939-07-01 00:00:00.000",411
"Lily Tomlin","P114336","Comedy","1939-09-01 00:00:00.000",412
"Jeannie Berlin","P 81584","Comedy","1939-09-06 00:00:00.000",413
"Melinda Dillon","P 19211","Drama","1939-10-13 00:00:00.000",414
"F. Murray Abraham","P   138","Drama","1939-10-24 00:00:00.000",415
"Jane Alexander","P   831","Drama","1939-10-28 00:00:00.000",416
"Brenda Vaccaro","P 72539","Drama","1939-11-18 00:00:00.000",417
"Frank Langella","P 40453","Drama","1940-01-01 00:00:00.000",418
"Margaret Avery","P  2955","Drama","1940-01-20 00:00:00.000",419
"John Hurt","P 34099","Drama","1940-01-22 00:00:00.000",420
"James Cromwell","P 15842","Drama","1940-01-27 00:00:00.000",421
"Katharine Ross","P 61632","Drama","1940-01-29 00:00:00.000",422
"Peter Fonda","P 90081","Drama","1940-02-23 00:00:00.000",423
"Haing S. Ngor","P 52508","Drama","1940-03-22 00:00:00.000",424
"James Caan","P 83766","Drama","1940-03-26 00:00:00.000",425
"Al Pacino","P 54596","Drama","1940-04-25 00:00:00.000",426
"Burt Young","P 78134","Drama","1940-04-30 00:00:00.000",427
"Pauline Collins","P 14262","Drama","1940-09-03 00:00:00.000",428
"Sam Waterston","P 74941","Drama","1940-11-15 00:00:00.000",429
"Faye Dunaway","P 20518","Drama","1941-01-14 00:00:00.000",430
"Nick Nolte","P 52916","Drama","1941-02-08 00:00:00.000",431
"Julie Christie","P 13030","Drama","1941-04-14 00:00:00.000",432
"Ryan O'Neal","P 53567","Comedy","1941-04-20 00:00:00.000",433
"Ann-Margret","P  1846","Comedy","1941-04-28 00:00:00.000",434
"Michael Lerner","P 41931","Comedy","1941-06-22 00:00:00.000",435
"Robert Forster","P 90191","Drama","1941-07-13 00:00:00.000",436
"Tom Conti","P 14627","Drama","1941-11-22 00:00:00.000",437
"Sarah Miles","P 49123","Drama","1941-12-31 00:00:00.000",438
"Marsha Mason","P 46247","Comedy","1942-04-03 00:00:00.000",439
"Brandon De Wilde","P 87261","Drama","1942-04-09 00:00:00.000",440
"Barbra Streisand","P112652","Music [nf]","1942-04-24 00:00:00.000",441
"Genevieve Bujold","P  9433","Drama","1942-07-01 00:00:00.000",442
"Harrison Ford","P 24238","Drama","1942-07-13 00:00:00.000",443
"Giancarlo Giannini","P 91430","Drama","1942-07-13 00:00:00.000",444
"Chris Sarandon","P 63156","Drama","1942-07-24 00:00:00.000",445
"Madeline Kahn","P 36650","Comedy","1942-09-29 00:00:00.000",446
"Bob Hoskins","P 33185","Drama","1942-10-26 00:00:00.000",447
"Joe Pesci","P 56237","Comedy","1943-02-09 00:00:00.000",448
"Lynn Redgrave","P 59204","Drama","1943-03-08 00:00:00.000",449
"Christopher Walken","P 74206","Comedy","1943-03-31 00:00:00.000",450
"Klaus Maria Brandauer","P 82796","Drama","1943-06-22 00:00:00.000",451
"Robert De Niro","P 17593","Drama","1943-08-17 00:00:00.000",452
"Tuesday Weld","P 75377","Drama","1943-08-27 00:00:00.000",453
"Valerie Perrine","P 56123","Drama","1943-09-03 00:00:00.000",454
"Catherine Deneuve","P 18574","Drama","1943-10-22 00:00:00.000",455
"Sam Shepard","P111142","Drama","1943-11-05 00:00:00.000",456
"Elizabeth Hartman","P 30824","Drama","1943-12-23 00:00:00.000",457
"Ben Kingsley","P 38383","Drama","1943-12-31 00:00:00.000",458
"Stockard Channing","P 12304","Drama","1944-02-13 00:00:00.000",459
"Marie-Christine Barrault","P  4133","Drama","1944-03-21 00:00:00.000",460
"Diana Ross","P 61607","Music [nf]","1944-03-26 00:00:00.000",461
"Jill Clayburgh","P 13546","Drama","1944-04-30 00:00:00.000",462
"Gary Busey","P  9844","Drama","1944-06-29 00:00:00.000",463
"Michael Douglas","P 88134","Drama","1944-09-25 00:00:00.000",464
"Sally Kirkland","P 38510","Drama","1944-10-31 00:00:00.000",465
"Teri Garr","P 26007","Comedy","1944-12-11 00:00:00.000",466
"Pete Postlethwaite","P 57436","Drama","1945-02-07 00:00:00.000",467
"Brenda Fricker","P 25069","Drama","1945-02-17 00:00:00.000",468
"Susan Tyrrell","P 72315","Drama","1945-03-18 00:00:00.000",469
"Linda Hunt","P 33978","History [nf]","1945-04-02 00:00:00.000",470
"Helen Mirren","P 49576","Drama","1945-07-26 00:00:00.000",471
"Patty McCormack","P 44128","Drama","1945-08-21 00:00:00.000",472
"John Lithgow","P 42686","Drama","1945-10-19 00:00:00.000",473
"Goldie Hawn","P 31138","Comedy","1945-11-21 00:00:00.000",474
"Bette Midler","P102748","Comedy","1945-12-01 00:00:00.000",475
"Diane Keaton","P 96996","Comedy","1946-01-05 00:00:00.000",476
"Brenda Blethyn","P  6748","Drama","1946-02-20 00:00:00.000",477
"Liza Minnelli","P 49495","Music [nf]","1946-03-12 00:00:00.000",478
"Talia Shire","P 65369","Drama","1946-04-25 00:00:00.000",479
"Candice Bergen","P  5591","Comedy","1946-05-09 00:00:00.000",480
"Cher","P 12664","Comedy","1946-05-20 00:00:00.000",481
"Bruce Davison","P 17454","Drama","1946-06-28 00:00:00.000",482
"Sylvester Stallone","P112464","Drama","1946-07-06 00:00:00.000",483
"Lesley Ann Warren","P 74788","Drama","1946-08-16 00:00:00.000",484
"Tommy Lee Jones","P 36238","Drama","1946-09-15 00:00:00.000",485
"Susan Sarandon","P 63158","Drama","1946-10-04 00:00:00.000",486
"Carrie Snodgress","P 66677","Drama","1946-10-27 00:00:00.000",487
"Stephen Rea","P 59079","Drama","1946-10-31 00:00:00.000",488
"Sally Field","P 89714","Comedy","1946-11-06 00:00:00.000",489
"Patty Duke","P  2648","Drama","1946-12-14 00:00:00.000",490
"Edward James Olmos","P105065","Drama","1947-02-24 00:00:00.000",491
"Glenn Close","P 13725","Drama","1947-03-19 00:00:00.000",492
"James Woods","P117297","Drama","1947-04-18 00:00:00.000",493
"Richard Jenkins","P 35464","Drama","1947-05-04 00:00:00.000",494
"Jacki Weaver","P 75131","Drama","1947-05-25 00:00:00.000",495
"Sondra Locke","P100009","Drama","1947-05-28 00:00:00.000",496
"Candy Clark","P 13342","Drama","1947-06-20 00:00:00.000",497
"Albert Brooks","P 83146","Comedy","1947-07-22 00:00:00.000",498
"Anne Archer","P  2102","Drama","1947-08-25 00:00:00.000",499
"Kevin Kline","P 38699","Comedy","1947-10-24 00:00:00.000",500
"Richard Dreyfuss","P 88268","Drama","1947-10-29 00:00:00.000",501
"Mikhail Baryshnikov","P 80911","Dance [nf]","1948-01-27 00:00:00.000",502
"Barbara Hershey","P 32030","Drama","1948-02-05 00:00:00.000",503
"Mercedes Ruehl","P 62063","Comedy","1948-02-28 00:00:00.000",504
"Penelope Milford","P 49135","Drama","1948-03-23 00:00:00.000",505
"Dianne Wiest","P 76163","Drama","1948-03-28 00:00:00.000",506
"Lindsay Crouse","P 15941","Drama","1948-05-12 00:00:00.000",507
"Kathy Bates","P  4516","Drama","1948-06-28 00:00:00.000",508
"Jeremy Irons","P 34545","Drama","1948-09-19 00:00:00.000",509
"Tom Wilkinson","P 76333","Drama","1948-12-12 00:00:00.000",510
"Samuel L. Jackson","P 34866","Drama","1948-12-21 00:00:00.000",511
"Gerard Depardieu","P 87517","Drama","1948-12-27 00:00:00.000",512
"David Strathairn","P 68638","Drama","1949-01-26 00:00:00.000",513
"Jessica Lange","P 40447","Drama","1949-04-20 00:00:00.000",514
"Jim Broadbent","P  8575","Drama","1949-05-24 00:00:00.000",515
"Tom Berenger","P  5539","Thriller","1949-05-31 00:00:00.000",516
"Meryl Streep","P 68676","Drama","1949-06-22 00:00:00.000",517
"Sigourney Weaver","P 75144","Comedy","1949-10-08 00:00:00.000",518
"Jeff Bridges","P  3197","Drama","1949-12-04 00:00:00.000",519
"Sissy Spacek","P 67043","Drama","1949-12-25 00:00:00.000",520
"Julie Walters","P 74515","Drama","1950-02-22 00:00:00.000",521
"William H. Macy","P 44480","Drama","1950-03-13 00:00:00.000",522
"Brad Dourif","P 19921","Horror","1950-03-18 00:00:00.000",523
"William Hurt","P 34104","Drama","1950-03-20 00:00:00.000",524
"Christine Lahti","P 40020","Drama","1950-04-04 00:00:00.000",525
"Tess Harper","P 30532","Drama","1950-08-15 00:00:00.000",526
"Amy Madigan","P 44507","Drama","1950-09-11 00:00:00.000",527
"Bill Murray","P103861","Comedy","1950-09-21 00:00:00.000",528
"Randy Quaid","P 58162","Comedy","1950-10-01 00:00:00.000",529
"Howard E. Rollins, Jr.","P 61237","Drama","1950-10-17 00:00:00.000",530
"Ed Harris","P 30614","Drama","1950-11-28 00:00:00.000",531
"Kate Nelligan","P 52151","Drama","1951-03-16 00:00:00.000",532
"Geoffrey Rush","P151418","Drama","1951-07-06 00:00:00.000",533
"Anjelica Huston","P 34131","Drama","1951-07-08 00:00:00.000",534
"Chris Cooper","P 14803","Drama","1951-07-09 00:00:00.000",535
"Robin Williams","P116900","Comedy","1951-07-21 00:00:00.000",536
"Massimo Troisi","P 71835","Drama","1952-02-19 00:00:00.000",537
"Mary McDonnell","P 47297","Drama","1952-04-28 00:00:00.000",538
"Shohreh Aghdashloo","P130170","Drama","1952-05-11 00:00:00.000",539
"Chazz Palminteri","P 54860","Drama","1952-05-15 00:00:00.000",540
"Liam Neeson","P 52070","Drama","1952-06-07 00:00:00.000",541
"Carol Kane","P 36788","Comedy","1952-06-18 00:00:00.000",542
"Graham Greene","P199626","Drama","1952-06-22 00:00:00.000",543
"Dan Aykroyd","P 80282","Comedy","1952-07-01 00:00:00.000",544
"Mickey Rourke","P 61810","Drama","1952-09-16 00:00:00.000",545
"Jack Wild","P 76221","Drama","1952-09-30 00:00:00.000",546
"Mary Badham","P  3201","Drama","1952-10-07 00:00:00.000",547
"Roberto Benigni","P 81377","Comedy","1952-10-27 00:00:00.000",548
"Alfre Woodard","P 77363","Drama","1952-11-08 00:00:00.000",549
"Mary Steenburgen","P 67856","Drama","1953-02-08 00:00:00.000",550
"Amy Irving","P 34559","Drama","1953-09-10 00:00:00.000",551
"Peter Firth","P 23592","Drama","1953-10-27 00:00:00.000",552
"Tom Hulce","P 33864","Drama","1953-12-06 00:00:00.000",553
"Kim Basinger","P  4427","Drama","1953-12-08 00:00:00.000",554
"John Malkovich","P 44846","Drama","1953-12-09 00:00:00.000",555
"Oprah Winfrey","P 76901","Drama","1954-01-29 00:00:00.000",556
"John Travolta","P 71670","Comedy","1954-02-18 00:00:00.000",557
"Kathleen Turner","P 72173","Comedy","1954-06-19 00:00:00.000",558
"David Paymer","P 55587","Comedy","1954-08-30 00:00:00.000",559
"Lorraine Bracco","P  7886","Drama","1954-10-02 00:00:00.000",560
"Kathleen Quinlan","P 58258","Drama","1954-11-19 00:00:00.000",561
"Denzel Washington","P 74843","Drama","1954-12-28 00:00:00.000",562
"Kevin Costner","P 15189","History [nf]","1955-01-18 00:00:00.000",563
"Gary Sinise","P111667","Drama","1955-03-17 00:00:00.000",564
"Lena Olin","P 53961","Drama","1955-03-22 00:00:00.000",565
"Judy Davis","P 17373","Drama","1955-04-23 00:00:00.000",566
"Michael O'Keefe","P 53494","Drama","1955-04-24 00:00:00.000",567
"Debra Winger","P 76921","Drama","1955-05-16 00:00:00.000",568
"Isabelle Adjani","P   374","Drama","1955-06-27 00:00:00.000",569
"Willem Dafoe","P 16547","Drama","1955-07-22 00:00:00.000",570
"Billy Bob Thornton","P 70825","Drama","1955-08-04 00:00:00.000",571
"Diana Scarwid","P 63507","Drama","1955-08-27 00:00:00.000",572
"Whoopi Goldberg","P 27431","Comedy","1955-11-13 00:00:00.000",573
"Imelda Staunton","P 67757","Drama","1956-01-09 00:00:00.000",574
"Geena Davis","P 17342","Comedy","1956-01-21 00:00:00.000",575
"Adriana Barraza","P475242","Drama","1956-03-05 00:00:00.000",576
"Andy Garcia","P196022","Drama","1956-04-12 00:00:00.000",577
"Eric Roberts","P108473","Thriller","1956-04-18 00:00:00.000",578
"Tom Hanks","P 93341","Comedy","1956-07-09 00:00:00.000",579
"Joan Allen","P  1026","Drama","1956-08-20 00:00:00.000",580
"Christoph Waltz","P221135","Drama","1956-10-04 00:00:00.000",581
"Daniel Day Lewis","P 17559","Drama","1957-04-29 00:00:00.000",582
"Daniel Day-Lewis","P 17559","Drama","1957-04-29 00:00:00.000",583
"Frances McDormand","P 47305","Drama","1957-06-23 00:00:00.000",584
"Melanie Griffith","P 28845","Comedy","1957-08-09 00:00:00.000",585
"Michael Clarke Duncan","P240637","Children's/Family","1957-12-10 00:00:00.000",586
"Miranda Richardson","P 60083","Drama","1958-03-03 00:00:00.000",587
"Sharon Stone","P 68496","Drama","1958-03-10 00:00:00.000",588
"Holly Hunter","P 34013","Drama","1958-03-20 00:00:00.000",589
"Gary Oldman","P 53946","Drama","1958-03-21 00:00:00.000",590
"Alec Baldwin","P  3515","Comedy","1958-04-03 00:00:00.000",591
"Michelle Pfeiffer","P 56469","Drama","1958-04-29 00:00:00.000",592
"Annette Bening","P  5346","Drama","1958-05-29 00:00:00.000",593
"Angela Bassett","P  4466","Drama","1958-08-16 00:00:00.000",594
"Jennifer Tilly","P 71015","Comedy","1958-09-16 00:00:00.000",595
"Tim Robbins","P108437","Comedy","1958-10-16 00:00:00.000",596
"Viggo Mortensen","P 50903","Drama","1958-10-20 00:00:00.000",597
"Mary Elizabeth Mastrantonio","P 46334","Drama","1958-11-17 00:00:00.000",598
"Linda Blair","P  6531","Drama","1959-01-22 00:00:00.000",599
"Catherine Keener","P 37341","Comedy","1959-03-26 00:00:00.000",600
"Emma Thompson","P 70692","Drama","1959-04-15 00:00:00.000",601
"Mare Winningham","P 76959","Drama","1959-05-16 00:00:00.000",602
"Kevin Spacey","P 67045","Drama","1959-07-26 00:00:00.000",603
"Marcia Gay Harden","P 30312","Drama","1959-08-14 00:00:00.000",604
"John Hawkes","P 31099","Comedy","1959-09-11 00:00:00.000",605
"Ken Watanabe","P 74900","Drama","1959-10-21 00:00:00.000",606
"Patricia Clarkson","P 13504","Drama","1959-12-29 00:00:00.000",607
"Stanley Tucci","P 72023","Comedy","1960-01-11 00:00:00.000",608
"Meg Tilly","P 71016","Drama","1960-02-14 00:00:00.000",609
"Kristin Scott Thomas","P 64027","Drama","1960-05-24 00:00:00.000",610
"Thomas Haden Church","P195520","Comedy","1960-06-17 00:00:00.000",611
"Timothy Hutton","P 34188","Drama","1960-08-16 00:00:00.000",612
"Sean Penn","P106027","Drama","1960-08-17 00:00:00.000",613
"Colin Firth","P 23590","Drama","1960-09-10 00:00:00.000",614
"Melissa Leo","P 41835","Drama","1960-09-14 00:00:00.000",615
"Tilda Swinton","P 69397","Drama","1960-11-05 00:00:00.000",616
"Cathy Moriarty","P 50679","Drama","1960-11-29 00:00:00.000",617
"Julianne Moore","P 50325","Drama","1960-12-03 00:00:00.000",618
"Kenneth Branagh","P 82784","Drama","1960-12-10 00:00:00.000",619
"Eddie Murphy","P 51440","Comedy","1961-04-03 00:00:00.000",620
"Catherine Burns","P237276","Comedy","1961-04-19 00:00:00.000",621
"George Clooney","P 13722","Comedy","1961-05-06 00:00:00.000",622
"Janet McTeer","P 48071","Drama","1961-05-08 00:00:00.000",623
"Tim Roth","P 61768","Drama","1961-05-14 00:00:00.000",624
"Jackie Earle Haley","P 29701","Comedy","1961-07-14 00:00:00.000",625
"Forest Whitaker","P116578","Drama","1961-07-15 00:00:00.000",626
"Elizabeth McGovern","P 47478","Drama","1961-07-18 00:00:00.000",627
"Woody Harrelson","P 30548","Comedy","1961-07-23 00:00:00.000",628
"Laurence Fishburne","P 23625","Drama","1961-07-30 00:00:00.000",629
"Mariel Hemingway","P 93989","Comedy","1961-11-22 00:00:00.000",630
"Tom Cruise","P 86295","Drama","1962-07-03 00:00:00.000",631
"Joan Cusack","P 16328","Comedy","1962-10-11 00:00:00.000",632
"Jodie Foster","P 90220","Drama","1962-11-19 00:00:00.000",633
"Felicity Huffman","P 33774","Drama","1962-12-09 00:00:00.000",634
"Ralph Fiennes","P 23390","Drama","1962-12-22 00:00:00.000",635
"Johnny Depp","P 18682","Drama","1963-06-09 00:00:00.000",636
"Helen Hunt","P 33968","Drama","1963-06-15 00:00:00.000",637
"Greg Kinnear","P200274","Comedy","1963-06-17 00:00:00.000",638
"Demi�n Bichir","P132125","Drama","1963-08-01 00:00:00.000",639
"Virginia Madsen","P 44539","Drama","1963-09-11 00:00:00.000",640
"Elisabeth Shue","P 65475","Drama","1963-10-06 00:00:00.000",641
"Tatum O'Neal","P 53569","Drama","1963-11-05 00:00:00.000",642
"Brad Pitt","P 56988","Drama","1963-12-18 00:00:00.000",643
"Nicolas Cage","P 10155","Drama","1964-01-07 00:00:00.000",644
"Laura Linney","P 42589","Drama","1964-02-05 00:00:00.000",645
"Matt Dillon","P 19210","Drama","1964-02-18 00:00:00.000",646
"Juliette Binoche","P  6261","Drama","1964-03-09 00:00:00.000",647
"Russell Crowe","P 15959","Drama","1964-04-07 00:00:00.000",648
"Djimon Hounsou","P 33391","Drama","1964-04-24 00:00:00.000",649
"Sandra Bullock","P  9472","Comedy","1964-07-26 00:00:00.000",650
"Rosie Perez","P106101","Drama","1964-09-06 00:00:00.000",651
"Clive Owen","P 54491","Drama","1964-10-03 00:00:00.000",652
"Don Cheadle","P 12587","Drama","1964-11-29 00:00:00.000",653
"Marisa Tomei","P 71267","Comedy","1964-12-04 00:00:00.000",654
"Diane Lane","P 40350","Drama","1965-01-22 00:00:00.000",655
"Robert Downey Jr.","P 19966","Comedy","1965-04-04 00:00:00.000",656
"John C. Reilly","P 59476","Comedy","1965-05-24 00:00:00.000",657
"Viola Davis","P321906","Drama","1965-08-11 00:00:00.000",658
"Marlee Matlin","P 46423","Drama","1965-08-24 00:00:00.000",659
"Helena Bonham Carter","P  7266","Drama","1966-05-26 00:00:00.000",660
"Halle Berry","P  5863","Drama","1966-08-14 00:00:00.000",661
"Salma Hayek","P199082","Drama","1966-09-02 00:00:00.000",662
"Emily Watson","P221329","Drama","1967-01-14 00:00:00.000",663
"Laura Dern","P 18704","Drama","1967-02-10 00:00:00.000",664
"Benicio Del Toro","P 18343","Drama","1967-02-19 00:00:00.000",665
"Marianne Jean-Baptiste","P 35350","Drama","1967-04-26 00:00:00.000",666
"Paul Giamatti","P 26680","Comedy","1967-06-06 00:00:00.000",667
"Nicole Kidman","P 38065","Drama","1967-06-20 00:00:00.000",668
"Philip Seymour Hoffman","P 32716","Comedy Drama","1967-07-23 00:00:00.000",669
"Quinn Cummings","P 16154","Drama","1967-08-13 00:00:00.000",670
"Mira Sorvino","P167475","Drama","1967-09-28 00:00:00.000",671
"Julia Roberts","P 60634","Comedy","1967-10-28 00:00:00.000",672
"Mark Ruffalo","P197651","Drama","1967-11-22 00:00:00.000",673
"Mo'Nique","P276938","Comedy","1967-12-11 00:00:00.000",674
"Jamie Foxx","P 24604","Comedy","1967-12-13 00:00:00.000",675
"Sophie Okonedo","P 53909","Drama","1968-01-01 00:00:00.000",676
"Cuba Gooding, Jr.","P 27665","Drama","1968-01-02 00:00:00.000",677
"Josh Brolin","P  8657","Drama","1968-02-12 00:00:00.000",678
"Jaye Davidson","P 17211","Culture & Society  [nf]","1968-03-21 00:00:00.000",679
"Rachel Griffiths","P196152","Drama","1968-06-04 00:00:00.000",680
"Will Smith","P 66596","Comedy","1968-09-25 00:00:00.000",681
"Naomi Watts","P 75056","Drama","1968-09-28 00:00:00.000",682
"Hugh Jackman","P269258","Action","1968-10-12 00:00:00.000",683
"Javier Bardem","P  3887","Drama","1969-03-01 00:00:00.000",684
"Terrence Howard","P 33528","Drama","1969-03-11 00:00:00.000",685
"Ren_e Zellweger","P201027","Comedy","1969-04-25 00:00:00.000",686
"Cate Blanchett","P215038","Drama","1969-05-14 00:00:00.000",687
"Edward Norton","P215904","Drama","1969-08-18 00:00:00.000",688
"Catherine Zeta-Jones","P 36062","Comedy","1969-09-25 00:00:00.000",689
"Amy Ryan","P264377","Drama","1969-11-30 00:00:00.000",690
"Minnie Driver","P199950","Drama","1970-01-31 00:00:00.000",691
"Queen Latifah","P 40714","Comedy","1970-03-18 00:00:00.000",692
"Uma Thurman","P 70905","Comedy","1970-04-29 00:00:00.000",693
"Octavia Spencer","P277587","Comedy","1970-05-25 00:00:00.000",694
"River Phoenix","P 56631","Drama","1970-08-23 00:00:00.000",695
"Melissa McCarthy","P302725","Comedy","1970-08-26 00:00:00.000",696
"Taraji P. Henson","P290117","Drama","1970-09-11 00:00:00.000",697
"Matt Damon","P 16762","Drama","1970-10-08 00:00:00.000",698
"Ethan Hawke","P 31094","Drama","1970-11-06 00:00:00.000",699
"Jennifer Connelly","P 14510","Drama","1970-12-12 00:00:00.000",700
"Jeremy Renner","P199226","Drama","1971-01-07 00:00:00.000",701
"Rachel Weisz","P216376","Drama","1971-03-07 00:00:00.000",702
"Justin Henry","P 31829","Drama","1971-05-25 00:00:00.000",703
"Mark Wahlberg","P198251","Drama","1971-06-05 00:00:00.000",704
"Winona Ryder","P 62446","Drama","1971-10-29 00:00:00.000",705
"Jean Dujardin","P359847","Comedy","1972-06-19 00:00:00.000",706
"Gwyneth Paltrow","P 54871","Drama","1972-09-28 00:00:00.000",707
"Toni Collette","P 14165","Drama","1972-11-01 00:00:00.000",708
"Jude Law","P230573","Drama","1972-12-29 00:00:00.000",709
"Adrien Brody","P  8639","Drama","1973-04-14 00:00:00.000",710
"Juliette Lewis","P 42230","Drama","1973-06-21 00:00:00.000",711
"Vera Farmiga","P241678","Drama","1973-08-06 00:00:00.000",712
"Christian Bale","P  3538","Drama","1974-01-30 00:00:00.000",713
"Pen_lope Cruz","P186999","Drama","1974-04-28 00:00:00.000",714
"Hilary Swank","P167442","Drama","1974-07-30 00:00:00.000",715
"Michael Shannon","P516240","Drama","1974-08-07 00:00:00.000",716
"Joaquin Phoenix","P199220","Drama","1974-10-28 00:00:00.000",717
"Leonardo DiCaprio","P 18926","Drama","1974-11-11 00:00:00.000",718
"Chlo� Sevigny","P230831","Drama","1974-11-18 00:00:00.000",719
"Bradley Cooper","P292123","Comedy","1975-01-05 00:00:00.000",720
"Angelina Jolie","P 36009","Drama","1975-06-04 00:00:00.000",721
"Charlize Theron","P216257","Drama","1975-08-07 00:00:00.000",722
"Casey Affleck","P121005","Comedy","1975-08-12 00:00:00.000",723
"Amy Adams","P273224","Comedy","1975-08-20 00:00:00.000",724
"Michael V. Gazzo","P420383","Music [nf]","1975-09-09 00:00:00.000",725
"Marion Cotillard","P195575","Drama","1975-09-30 00:00:00.000",726
"Kate Winslet","P198332","Drama","1975-10-05 00:00:00.000",727
"Reese Witherspoon","P 77086","Comedy","1976-03-22 00:00:00.000",728
"B_r_nice Bejo","P215010","Comedy","1976-07-07 00:00:00.000",729
"Jessica Chastain","P470479","Adventure","1977-03-29 00:00:00.000",730
"Samantha Morton","P230665","Drama","1977-05-13 00:00:00.000",731
"Maggie Gyllenhaal","P 29409","Drama","1977-11-16 00:00:00.000",732
"James Franco","P299361","Drama","1978-04-19 00:00:00.000",733
"Heath Ledger","P268296","Drama","1979-04-04 00:00:00.000",734
"Kate Hudson","P263367","Comedy","1979-04-19 00:00:00.000",735
"Michelle Williams","P198320","Drama","1980-09-09 00:00:00.000",736
"Ryan Gosling","P279096","Drama","1980-11-12 00:00:00.000",737
"Jake Gyllenhaal","P 29408","Drama","1980-12-19 00:00:00.000",738
"Rinko Kikuchi","P475244","Drama","1981-01-06 00:00:00.000",739
"Catalina Sandino Moreno","P385916","Drama","1981-04-19 00:00:00.000",740
"Natalie Portman","P197461","Drama","1981-06-09 00:00:00.000",741
"Jennifer Hudson","P454405","Drama","1981-09-12 00:00:00.000",742
"Anna Paquin","P198605","Drama","1982-07-24 00:00:00.000",743
"Anne Hathaway","P292630","Drama","1982-11-12 00:00:00.000",744
"Gabourey Sidibe","P612787","Drama","1982-11-30 00:00:00.000",745
"Jesse Eisenberg","P311020","Drama","1983-10-05 00:00:00.000",746
"Jonah Hill","P418718","Comedy","1983-12-20 00:00:00.000",747
"Keira Knightley","P339282","Drama","1985-03-26 00:00:00.000",748
"Rooney Mara","P610931","Comedy","1985-04-17 00:00:00.000",749
"Carey Mulligan","P408443","Drama","1985-05-28 00:00:00.000",750
"Anna Kendrick","P355250","Comedy Drama","1985-08-09 00:00:00.000",751
"Ellen Page","P360080","Drama","1987-02-21 00:00:00.000",752
"Haley Joel Osment","P215938","Comedy","1988-04-10 00:00:00.000",753
"Keisha Castle-Hughes","P340214","Drama","1990-03-24 00:00:00.000",754
"Jennifer Lawrence","P562566","Drama","1990-08-15 00:00:00.000",755
"Saoirse Ronan","P440773","Drama","1994-04-12 00:00:00.000",756
"Abigail Breslin","P328341","Children's/Family","1996-04-14 00:00:00.000",757
"Hailee Steinfeld","P651472","Western","1996-12-11 00:00:00.000",758
"Quvenzhan_ Wallis","P707834",,"2003-08-28 00:00:00.000",759
"Dame May Whitty","P 76079","Drama","1865-06-19 00:00:00.000",760
"Albert Basserman","P  4462","Drama","1867-09-07 00:00:00.000",761
"Henry Travers","P 71634","Drama","1874-03-05 00:00:00.000",762
"Edmund Gwenn","P 29391","Drama","1875-09-26 00:00:00.000",763
"Maria Ouspenskaya","P 54458","Drama","1876-07-29 00:00:00.000",764
"H. B. Warner","P 74739","Drama","1876-10-26 00:00:00.000",765
"Charles Coburn","P 13835","Drama","1877-06-19 00:00:00.000",766
"Harry Carey","P 10873","Western","1878-01-16 00:00:00.000",767
"Lucile Watson","P 75004","Comedy","1879-05-27 00:00:00.000",768
"Ethel Barrymore","P  4290","Drama","1879-08-15 00:00:00.000",769
"Jane Darwell","P 17083","Drama","1879-10-15 00:00:00.000",770
"Sydney Greenstreet","P 28591","Drama","1879-12-27 00:00:00.000",771
"Donald Crisp","P 86224","Drama","1880-07-27 00:00:00.000",772
"Margaret Wycherly","P 77693","Drama","1881-10-26 00:00:00.000",773
"James Gleason","P 91735","Comedy","1882-05-23 00:00:00.000",774
"Walter Huston","P 34142","Drama","1883-04-05 00:00:00.000",775
"Sara Allgood","P   930","Drama","1883-10-31 00:00:00.000",776
"Edna May Oliver","P 53979","Comedy","1883-11-09 00:00:00.000",777
"Billie Burke","P  9595","Comedy","1884-08-07 00:00:00.000",778
"Erich von Stroheim","P118401","Drama","1885-09-22 00:00:00.000",779
"Spring Byington","P 10002","Comedy","1886-10-17 00:00:00.000",780
"Ed Wynn","P 77743","Comedy","1886-11-11 00:00:00.000",781
"Victor McLaglen","P 47783","Drama","1886-12-10 00:00:00.000",782
"Paul Lukas","P 43708","Drama","1887-05-26 00:00:00.000",783
